"Short desc","Keywords","Level","Vnum","Room","Location","Flags","Weight","Value","Material","Worn","Item type","AC/SLevel","Capacity","Spells","Affects","hit roll","damage roll","hp","mana","moves","armor class","strength","dexterity","intelligence","wisdom","constitution","Bit affects",","Other"
"","felasaure claw",60,10370,10370,"on a small felasaure","----------------------",1,1000,"cartlage","(wield)","weapon(claw)","10d5",0,"sharp","+2hit,+8dam,-20man,+1dex",2,8,0,-20,0,0,0,1,0,0,0,"",,""
"","metal",30,3533,3500,"in room: A road made of metal.","----------------------",70,10,"unknown","(hold)","treasure",0,0,"","+1dex",0,0,0,0,0,0,0,1,0,0,0,"res(lightning)",,""
"","guards mace",40,3500,3505,"on a guard of the central dome","----------------------",41,2510,"metal","(wield)","weapon(pound)","5d9",0,"sharp","+1hit,+1dam,-1str",1,1,0,0,0,0,-1,0,0,0,0,"",,""
"","white labcoat",42,3502,3506,"on a scientist","----------------------",43,1000,"cloth","(body)","armor","10/9/9/12",0,"","+2int,+2wis",0,0,0,0,0,0,0,0,2,2,0,"",,""
"","security badge",40,3527,3509,"on a security guard","----------------------",20,2000,"metal","(ornament)","treasure",0,0,"","-3arm",0,0,0,0,0,-3,0,0,0,0,0,"",,""
"","coroded computer",40,3503,3510,"in room: An office in the central dome","----------------------",61,56,"unknown","(none)","container",3504,"2000lbs, 5 max (0% bulk),"close closed locked","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","screwdriver",40,3526,3510,"on a scientist","----------------------",41,2510,"metal","(wield)","weapon(none)","5d9",0,"none","+3dam,+2int,+3wis",0,3,0,0,0,0,0,0,2,3,0,"",,""
"","computer chip",45,3505,3510,"inside a coroded computer in An office in the central dome","---------------------*",10,4000,"silicon","(ornament)","treasure",0,0,"","+2int,+2wis",0,0,0,0,0,0,0,0,2,2,0,"",,""
"","glass desk",40,3506,3511,"in room: An office in the central dome","----------------------",2000,2000,"glass","(none)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","rubber lab boots",35,3513,3512,"on a deranged scientist","----------------------",25,300,"rubber","(feet)","armor","8/7/7/12",0,"","+1hit,+1str,-1dex",1,0,0,0,0,0,1,-1,0,0,0,"",,""
"","metallic breastplate",50,3511,3516,"on a female scientist","-E--------------------",51,4500,"unknownmetal","(torso)","armor","20/16/16/17",0,"","+2hit,+3dam,+10hp,-10man,+1str,-1dex",2,3,10,-10,0,0,1,-1,0,0,0,"",,""
"","metallic dagger",50,3510,3516,"on a female scientist","----------------------",5,4500,"unknownmetal","(wield)","weapon(none)","5d9",0,"sharp","+2hit,+6dam,+10hp,-10man,-1dex",2,6,10,-10,0,0,0,-1,0,0,0,"vul(fire)",,""
"","crystalline gauntlets",50,3509,3516,"on a female scientist","----------------------",51,54,"unknown","(hands)","armor","12/13/15/17",0,"","+3hit,+4dam,+10hp,-10man,+1str",3,4,10,-10,0,0,1,0,0,0,0,"res(cold)",,""
"","crystalline spear",60,3508,3520,"on {xthe {Ccryst{Wa{Clline{x being","----------------------",51,4500,"quartinite","(wield)","weapon(stab)","6d11",0,"sharp","+4hit,+4dam,+1str,-1dex,-1int",4,4,0,0,0,0,1,-1,-1,0,0,"vul(fire),res(cold)",,""
"","scientific scroll",20,3534,3522,"on a scientist","----------------------",20,20,"paper","(hold)","scroll",30,0,"thought shield","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","sign",60,3520,3525,"in room: The entrance to the west dome","----------------------",1,0,"unknown","(none)","trash",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","sharp lance",20,3517,3525,"on the guard of the west dome","----------------------",21,1320,"metal","(wield)","weapon(thrust)","3d8",0,"sharp","+1hit,+1dam,+1str,-1dex",1,1,0,0,0,0,1,-1,0,0,0,"",,""
"","scientific scroll",40,3535,3526,"on a scientist","-------g--------------",10,400,"paper","(hold)","scroll",55,0,"thought shield","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","onyx sword",20,3532,3531,"on a guardian being formed of onyx","G---------------------",21,1320,"{Do{cn{Dy{cx{x","(wield)","weapon(slice)","3d9",0,"sharp","+3hit,+1dam,+2dex,-1int,-1wis,-1con",3,1,0,0,0,0,0,2,-1,-1,-1,"",,""
"","pencil",20,3529,3547,"on a scientist","----------------------",1,10,"unknown","(wield)","weapon(stab)","2d6",0,"none","+1hit,+1dam",1,1,0,0,0,0,0,0,0,0,0,"",,""
"","pectoral girdle amber",80,3525,3560,"on the {Ya{ymber{x dragon","-----D----------------",66,69,"{Ya{ymber{x","(torso)","armor","20/19/19/23",0,"","+6hit,+4dam,-5hp,-1str,+1dex",6,4,-5,0,0,0,-1,1,0,0,0,"",,""
"","none",50,3569,3563,"on a scientist","-------g--------------",20,0,"unknown","(feet)","armor","10/10/15/10",0,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","none",0,3553,3563,"on a scientist","----M--g--------------",40,0,"unknown","(arms)","trash",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","amber scapula",80,3523,3569,"on the {Ya{ymber{x being","-----D-g--------------",76,20000,"{Ya{ymber{x","(wield)","weapon(thrust)","8d12",0,"two-handed","+6hit,+6dam,+10hp,+10man,+1dex",6,6,10,10,0,0,0,1,0,0,0,"",,""
"","Humerus amber",70,3522,3569,"on the {Ya{ymber{x being","-----D-g--------------",71,66,"{Ya{ymber{x","(arms)","armor","26/26/26/25",0,"","+3hit,+9dam,+2dex",3,9,0,0,0,0,0,2,0,0,0,"",,""
"","amber femur",65,3521,3569,"on the {Ya{ymber{x being","-----DR---------------",76,20000,"{Ya{ymber","(legs)","armor","25/25/25/30",0,"","+6hit,+4dam,+2dex",6,4,0,0,0,0,0,2,0,0,0,"",,""
"","evil token",0,10102,10103,"on the shopkeeper","--------------------#-",1,20,"unknown","(take)","treasure",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","good token",0,10103,10103,"on the shopkeeper","--------------------#-",1,20,"unknown","(take)","treasure",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","newbie water skin",0,10104,10103,"on the shopkeeper","--------------------#-",1,10,"unknown","(hold)","drink container",0,20,"water","+1con",0,0,0,0,0,0,0,0,0,0,1,"",,""
"","potion return recall",5,10105,10103,"on the shopkeeper","----M---------------#-",10,2020,"glass","(hold)","potion",20,0,"word of recall","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","ice staff",55,10111,10111,"on the {Bi{xc{Be{x dragon","----------------------",30,2000,"ice","(hold)","staff",60,10,"ice storm","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","scale ice dragon",55,10112,10111,"on the {Bi{xc{Be{x dragon","----M--g--------------",20,5000,"ice","(ornament)","treasure",0,0,"","+3hit,+4dam,-8arm,+1str,-2wis",3,4,0,0,0,-8,1,0,0,-2,0,"",,""
"","scale fire dragon",60,10116,10115,"on the {Rfire {xdragon","----M--g--------------",50,8000,"unknown","(ornament)","treasure",0,0,"","+5hit,+4dam,+1dex,-2wis",5,4,0,0,0,0,0,1,0,-2,0,"res(fire)",,""
"","fire orb",60,10115,10115,"on the {Rfire {xdragon","----M--g--------------",0,8000,"fire","(float)","treasure",0,0,"","+3hit,+4dam,-10arm,+1dex",3,4,0,0,0,-10,0,1,0,0,0,"",,""
"","table long walnut",0,9450,9451,"in room: The KujiKiri Underhall HQ","----------------------",1,0,"unknown","(none)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","bed ",0,9452,9452,"in room: Seanji's Shrine","----------------------",1,0,"unknown","(none)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","chest shadows",0,9453,9458,"in room: Chambers of {GS{goke {RS{rhinji{x","----------------------",1,0,"unknown","(none)","container",0,"20lbs, 5 max (0% bulk),"close closed ","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","a lazy-boy chair",0,9454,9458,"in room: Chambers of {GS{goke {RS{rhinji{x","----------------------",1,0,"unknown","(none)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","mushroom",5,814,807,"in room: Tree of Restoration","----------------------",5,10,"fungi","(hold)","food",10,10,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","carved chest",50,807,808,"in room: Beneath the Tree of Restoration","----------------------",1,0,"unknown","(none)","container",0,"10000lbs, 10000 max (10000% bulk),"close closed ","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","elven hot cake",5,800,808,"inside the elven chest in Beneath the Tree of Restoration","----------------------",3,75,"flour","(take)","food",20,20,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","white feather owl",10,841,813,"on a white owl","-EN----g--------------",1,45,"down","(float)","trash",0,0,"","+1wis",0,0,0,0,0,0,0,0,0,1,0,"",,""
"","red trumpet flowers",0,850,829,"in room: Northern Path of Elrorian","----------------------",1,0,"unknown","(none)","trash",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","goodberry",0,838,830,"in room: Northern Path of Elrorian","----------------------",2,20,"berry","(take)","food",5,7,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","orchid",0,809,836,"in room: Elvei Path","----------------------",10,0,"plant","(none)","trash",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","carrot carrots",0,818,837,"on Azhar","--------------------#-",2,25,"carrot","(hold)","food",5,5,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","green bean beans",0,822,837,"on Azhar","--------------------#-",4,22,"bean","(hold)","food",4,5,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","yellow squash",0,821,837,"on Azhar","--------------------#-",10,28,"squash","(hold)","food",8,8,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","okra",0,820,837,"on Azhar","--------------------#-",4,30,"okra","(hold)","food",8,4,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","banana pepper",0,819,837,"on Azhar","--------------------#-",3,20,"pepper","(hold)","food",4,6,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","ivy",0,811,839,"in room: Elvei Path","----------------------",10,0,"ivy","(none)","trash",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","fang",17,813,841,"on a viper","-EN-------------------",2,76,"bone","(wield)","weapon(none)","3d15",0,"poison","+1dex,-1int",0,0,0,0,0,0,0,1,-1,0,0,"",,""
"","log",0,815,842,"in room: Elvei Rain Forest","----------------------",20,2,"wood","(take)","container",0,"100lbs, 10 max (10% bulk),"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","mushroom",2,816,849,"inside a rotting log in Elvei Rain Forest","----------------------",5,2,"mushroom","(take)","pill",2,0,"stone skin,refresh","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","gloves",19,823,847,"on an arial","-EN-------------L-----",3,310,"feather","(hands)","armor","10/10/10/15",0,"","+20man",0,0,0,20,0,0,0,0,0,0,0,"",,""
"","rose",0,921,851,"in room: The Central Market of Elrorian","------------b---------",1,0,"plant","(hold)","trash",0,0,"","+1wis",0,0,0,0,0,0,0,0,0,1,0,"",,""
"","scroll",10,845,854,"on Dila","----M---------------#-",3,8020,"paper","(hold)","scroll",20,0,"teleport","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","garlic clove",0,844,854,"on Dila","--------------------#-",2,120,"garlic","(hold)","food",2,2,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","leaf chamomile",5,842,854,"on Dila","----M---------------#-",1,420,"leaf","(hold)","pill",15,0,"sleep,refresh","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","mushroom",0,843,854,"in room: A Hollow Tree - Magic Store","----------------------",40,10,"mushroom","(none)","trash",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","orchids",0,846,856,"in room: A Hallway Inside the Fay Bank","----------------------",65,100,"orchid","(none)","trash",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","whip",10,803,857,"on Hunarot","-E------------------#-",4,1203,"unknown","(wield)","weapon(thwack)","2d8",0,"none","+1con",0,0,0,0,0,0,0,0,0,0,1,"",,""
"","sword",10,802,857,"on Hunarot","-E-----g------------#-",15,4500,"metal","(wield)","weapon(stab)","3d10",0,"sharp","+1hit,+1dam,+1wis",1,1,0,0,0,0,0,0,0,1,0,"",,""
"","small mace",10,801,857,"on Hunarot","-E------------------#-",11,1100,"metal","(wield)","weapon(pound)","3d11",0,"none","+1dex,+1int",0,0,0,0,0,0,0,1,1,0,0,"",,""
"","lance",10,839,857,"on Hunarot","-E------------------#-",15,1720,"metal","(wield)","weapon(stab)","3d12",0,"none","+1dam",0,1,0,0,0,0,0,0,0,0,0,"",,""
"","polearm Elrorian",10,840,857,"on Hunarot","-E------------------#-",8,1520,"unknown","(wield)","weapon(charge)","3d13",0,"sharp","+1hit,+1dam",1,1,0,0,0,0,0,0,0,0,0,"",,""
"","counter",50,808,857,"in room: The Elrorian Weapon-Smith","----------------------",50,0,"unknown","(none)","trash",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","silver breastplate",10,804,859,"on Grethorad","-E------------------#-",11,1500,"silver","(torso)","armor","4/4/4/3",0,"","+1dam,+1wis",0,1,0,0,0,0,0,0,0,1,0,"",,""
"","silver gauntlets",10,805,859,"on Grethorad","-E------------------#-",9,1000,"silver","(hands)","armor","10/11/10/5",0,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","silver helmet",10,806,859,"on Grethorad","-EN-----------------#-",13,1490,"silver","(head)","armor","11/12/5/8",0,"","+10hp",0,0,10,0,0,0,0,0,0,0,0,"",,""
"","trumpet flower",0,810,860,"in room: East Market of Elrorian","----------------------",10,0,"plant","(none)","trash",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","wand stick",10,855,865,"on a green-brown elf","----------------------",3,300,"wood","(hold)","wand",10,3,"create spring","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","sign",0,852,867,"in room: Southern Path of Elrorian","----------------------",1,0,"unknown","(none)","trash",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","window",0,925,869,"in room: The Elrorian Stables","----------------------",1,0,"unknown","(none)","portal to The Seilo Valley Cliff",0,0,"0","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","reed netting",17,831,879,"on a merma of Rivdia","-E-------------RL-----",10,500,"reeds","(waist)","armor","5/5/5/5",0,"","+35man,+35mov,+1dex",0,0,0,35,35,0,0,1,0,0,0,"",,""
"","leggings bark",15,832,891,"on Jiln the pixie","-E--------------------",5,2400,"bark","(legs)","armor","10/10/10/10",0,"","+2hit,+30man",2,0,0,30,0,0,0,0,0,0,0,"",,""
"","charm",0,847,891,"in room: The Seilo Jungle","----------------------",53,305,"unknown","(none)","trash",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","dragonfly",16,848,900,"on an emerald dragonfly","-EN-----h-------------",0,240,"bone","(finger)","armor","2/4/2/6",0,"","+38man",0,0,0,38,0,0,0,0,0,0,0,"",,""
"","mist",0,928,900,"in room: The Seilo Jungle","----------------------",0,0,"mist","(none)","trash",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","rock",0,927,912,"in room: The Seilo Valley Mountains","----------------------",15,0,"granite","(hold)","trash",0,0,"","+10hp",0,0,10,0,0,0,0,0,0,0,0,"",,""
"","window",0,926,920,"in room: The Seilo Valley Cliff","----------------------",1,0,"unknown","(none)","portal to The Elrorian Stables",0,0,"0","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","yellow feather",50,836,925,"in room: Clouds{Y^{C The Seilo Valley Mountains","-E-----g--------------",1,40,"feather","(hold)","trash",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","cloud",15,834,928,"in room: Clouds{Y^{C The Seilo Valley Mountains","-E--------------------",1,0,"water","(none)","trash",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","leaves",10,954,937,"on Elsn the cave elf","----------------------",1,100,"leaves","(hold)","pill",10,0,"cure poison","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","fire",50,835,939,"in room: Within The Seilo Valley Mountains","-------g--------------",200,400,"fire","(none)","light",0,999,"(limited)","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","pick-axe axe pick",25,851,947,"on a dwarven worker","-E--M-----------------",26,1720,"mithril","(wield)","weapon(chomp)","3d20",0,"sharp","+3hit",3,0,0,0,0,0,0,0,0,0,0,"",,""
"","dust",35,837,947,"on a dwarven worker","-EN----g--------------",5,1200,"granite","(hold)","pill",5,0,"giant strength","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","mat",0,824,954,"in room: The Foyer of the Fay Library","----------------------",30,120,"straw","(none)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","bookshelf bookshelves",0,825,955,"in room: The Fay Library","----------------------",1,0,"wood","(none)","container",0,"1000lbs, 1000 max (1000% bulk),"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","journal",0,828,957,"inside the bookshelf in The Fay Library","----------------------",10,0,"paper","(take)","trash",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","book",0,829,957,"inside the bookshelf in The Fay Library","----------------------",10,0,"paper","(take)","trash",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","bark",0,830,957,"inside the bookshelf in The Fay Library","----------------------",15,0,"tree bark","(take)","trash",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","black book",0,922,957,"inside the bookshelf in The Fay Library","----------------------",10,0,"paper","(hold)","trash",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","scroll",0,827,957,"inside the bookshelf in The Fay Library","----------------------",10,0,"paper","(take)","trash",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","Claw of the Guardian.",70,5501,5500,"on A Guardian of the Realms.","-E-----g--------------",3,10000,"unknown","(wield)","weapon(pierce)","6d10",0,"sharp","+5hit,+6dam,+10hp,-10man,+1str,+1int",5,6,10,-10,0,0,1,0,1,0,0,"",,""
"","Armor of the Guardian.",65,5502,5500,"on A Guardian of the Realms.","-----------v----------",66,69,"unknown","(body)","armor","24/24/24/23",0,"","+5hit,+6dam,-10man,+1str,+1dex",5,6,0,-10,0,0,1,1,0,0,0,"",,""
"","Portal",0,5510,5510,"in room: The portal connecting to the Lair.","---V------------------",1,0,"earth","(none)","portal to The opening to the Lair.",0,0,"0","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","Book",60,5607,5511,"on a dweller in the Lair.","-------g--------------",100,15000,"unknown","(hold)","scroll",60,0,"armor,shield,protective shield,fire shield","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","The Polearm of the Darnok.",67,5515,5515,"on The {cDarnok{x of the Lair.","G--V------------------",40,4260,"unknown","(wield)","weapon(thrust)","6d11",0,"two-handed","+6hit,+6dam,+15hp,+2str,-1dex,+1con",6,6,15,0,0,0,2,-1,0,0,1,"",,""
"","Pendant of Secrets",72,5542,5542,"on The Underling of the Lair.","---V------------------",73,7600,"unknown","(neck)","armor","26/26/26/25",0,"","+5hit,+6dam,-10hp,+25man,-2dex,+2int,+1wis,-2con",5,6,-10,25,0,0,0,-2,2,1,-2,"",,""
"","The Armor of Secrets",60,5541,5542,"on The Underling of the Lair.","---V------------------",77,7200,"unknown","(body)","armor","28/28/28/27",0,"","+4hit,+5dam,+10hp,-10man,+1str,-1int,-1wis,+1con",4,5,10,-10,0,0,1,0,-1,-1,1,"",,""
"","The Portal leading out of the Lair.",50,5545,5545,"in room: A odd smelling room.","---V-----d------------",1,10,"unknown","(none)","portal to Nearing the end of the Path.",0,0,"0","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","Waist of the Guard",63,5555,5555,"on The {WCa{Dst{Wle{D Gu{Wa{Drd.{B","G-------h--v----------",40,6000,"unknown","(waist)","armor","22/22/22/21",0,"","+2hit,+4dam,+10hp,+1str,-1int,+2con",2,4,10,0,0,0,1,0,-1,0,2,"",,""
"","Guard Flail",60,5554,5555,"on The {WCa{Dst{Wle{D Gu{Wa{Drd.{B","-------gh-------------",61,3700,"unknown","(wield)","weapon(crush)","9d9",0,"poison","+5dam,+10hp,+1str,-1int,+2con",0,5,10,0,0,0,1,0,-1,0,2,"",,""
"","The Cooks Butcher Knife",65,5561,5558,"on A Frantic Cook.","G-------h-------------",66,4000,"unknown","(wield)","weapon(pierce)","7d11",0,"vorpal","+5hit,+5dam,+1str,-2wis,+1con",5,5,0,0,0,0,1,0,0,-2,1,"",,""
"","Cooking Apron",50,5609,5558,"on A Frantic Cook.","-------g--------------",51,54,"unknown","(waist)","armor","18/18/18/17",0,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","A large folding cot",50,5558,5559,"in room: The bedroom of the Servants.","-------g--------------",23,9000,"fabric","(take)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","Bookshelf",60,5560,5560,"in room: The Bedroom of the Cook.","---------d------------",1000,1000,"unknown","(none)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","Bracelet of Love",70,5566,5566,"on {xThe Statue Devoted to the {MGoddess{x of {Rlove{x.","-E--M--g--------------",4,12000,"love","(wrist)","armor","15/20/25/25",0,"","+5hit,+6dam,+15hp,+20man,-2int,-2wis,+1con",5,6,15,20,0,0,0,0,-2,-2,1,"",,""
"","Ring of Love",70,5562,5566,"on {xThe Statue Devoted to the {MGoddess{x of {Rlove{x.","-EN-M--g--------------",40,8000,"love","(finger)","armor","12/10/10/10",0,"","+3hit,+10man,-1str,+1int,+2wis",3,0,0,10,0,0,-1,0,1,2,0,"",,""
"","Love",69,5565,5566,"on {xThe Statue Devoted to the {MGoddess{x of {Rlove{x.","-E-----gh-------------",2,15000,"love","(float)","container",0,"100lbs, 75 max (75% bulk),"close closed ","+3hit,+3dam",3,3,0,0,0,0,0,0,0,0,0,"",,""
"","Sword of Destruction",80,5567,5567,"on The Statue of {bWar{x. ","G------gh--v----------",81,10000,"unknown","(wield)","weapon(pierce)","8d10",0,"shocking","+7hit,+7dam,+20hp,+1str",7,7,20,0,0,0,1,0,0,0,0,"",,""
"","Gauntlets of War.",60,5564,5567,"on The Statue of {bWar{x. ","-------gh--v----------",50,5000,"hate","(hands)","armor","20/20/20/22",0,"","+2hit,+5dam,+15hp,+2con",2,5,15,0,0,0,0,0,0,0,2,"",,""
"","Creation",75,5568,5568,"on Statue of {BCre{Cat{Bion{x.","----M---hd------------",76,79,"creation","(ornament)","armor","15/10/10/13",0,"","+4hit,+4dam,+12hp",4,4,12,0,0,0,0,0,0,0,0,"",,""
"","Light of Creation",65,5563,5568,"on Statue of {BCre{Cat{Bion{x.","-------gh-------------",5,1200,"unknown","(hold)","light",0,800,"(limited)","+3hit,+1int,+2wis",3,0,0,0,0,0,0,0,1,2,0,"",,""
"","lance thera",85,5571,5571,"on Statue of {GTh{Be{Gra{x.","GE-----g--------------",86,5090,"imp","(wield)","weapon(thrust)","9d9",0,"two-handed","+7hit,+7dam,+15hp,-4str,-1dex",7,7,15,0,0,0,-4,-1,0,0,0,"",,""
"","Thera",65,5570,5571,"on Statue of {GTh{Be{Gra{x.","-------gh--v----------",86,9000,"imp","(ornament)","armor","15/10/10/15",0,"","+15hp",0,0,15,0,0,0,0,0,0,0,0,"",,""
"","Leggings ",70,5572,5572,"on Goddess of {CCre{Bat{Cion{x.","-------gh-------------",61,6600,"unknown","(legs)","armor","23/23/23/23",0,"","+4hit,+5dam,+10man,+2int,+1wis,-2con",4,5,0,10,0,0,0,0,2,1,-2,"",,""
"","Helmet",70,5559,5572,"on Goddess of {CCre{Bat{Cion{x.","-------ghd------------",71,9000,"unknown","(head)","armor","26/26/26/25",0,"","+5hit,+5dam,+15hp,+1dex,-1int",5,5,15,0,0,0,0,1,-1,0,0,"",,""
"","Robes Of Elements.",75,5573,5573,"on Statue of {GEl{Cem{Ren{Bts{x.","--------hd-v----------",76,79,"elements.","(body)","armor","27/27/27/26",0,"","+4hit,+5dam,-10hp,+10man",4,5,-10,10,0,0,0,0,0,0,0,"",,""
"","Neck of Elements",70,5569,5573,"on Statue of {GEl{Cem{Ren{Bts{x.","-------ghd------------",71,7000,"unknown","(neck)","armor","16/13/13/15",0,"","+2hit,+5dam,+25hp",2,5,25,0,0,0,0,0,0,0,0,"",,""
"","Spear of Guard",60,5575,5575,"on The {WCa{Dst{Wle{D Gu{Wa{Drd.{B","-------gh-------------",61,3700,"unknown","(wield)","weapon(thrust)","9d9",0,"sharp","+5dam,+15hp,-10arm,+1str,+2dex,-3con",0,5,15,0,0,-10,1,2,0,0,-3,"",,""
"","Royal Guard Shield",60,5576,5577,"on {YRo{yy{Yal {bGuard{x.","-E-----g--------------",61,56,"unknown","(shield)","armor","22/22/22/21",0,"","+5hit,+6dam,+3dex,+1int,+1wis,-1con",5,6,0,0,0,0,0,3,1,1,-1,"",,""
"","Royal Guards cloak.",60,5577,5577,"on {YRo{yy{Yal {bGuard{x.","---V----h-------------",61,5600,"unknown","(torso)","armor","22/22/22/21",0,"","+4hit,+5dam,+15hp,+1str,+2dex,-1wis",4,5,15,0,0,0,1,2,0,-1,0,"",,""
"","Queens Robes",75,5579,5579,"on The {CQueen {cof the {BRealms{x.","-------g--------------",86,8100,"unknown","(body)","armor","31/31/31/30",0,"","+6hit,+5dam,+20hp,-10man,+1str,-2int,+2con",6,5,20,-10,0,0,1,0,-2,0,2,"",,""
"","A large Hot tub.",60,5580,5580,"in room: The Bathroom fit for a King.","-------g-d------------",100,10000,"iron","(none)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","A Hunters Axe",72,5581,5581,"on An Adventure of the Forest.","-------g---v----------",73,4260,"unknown","(wield)","weapon(chop)","8d10",0,"vorpal","+6hit,+6dam,+10hp,-20arm,-2wis,+2con",6,6,10,0,0,-20,0,0,0,-2,2,"",,""
"","Adventures pants",70,5582,5581,"on An Adventure of the Forest.","-------g--------------",71,6600,"unknown","(legs)","armor","26/26/26/25",0,"","+4hit,+5dam,+10hp,+2dex,-1int",4,5,10,0,0,0,0,2,-1,0,0,"",,""
"","Bed of The Elf",40,5590,5598,"in room: The Bedroom of the Dark elf.","-------g--------------",1,10000,"unknown","(none)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","The Elfs Boots",70,5599,5599,"on The {GForest {bElf{x.","-------g-d------------",71,6600,"unknown","(feet)","armor","26/26/26/25",0,"","+4hit,+6dam,-10hp,+15man,+1dex,+2int,-1con",4,6,-10,15,0,0,0,1,2,0,-1,"",,""
"","Elfs Gloves",70,5598,5599,"on The {GForest {bElf{x.","-------gh-------------",71,6600,"unknown","(hands)","armor","26/26/26/25",0,"","+5hit,+4dam,+10hp,+1str,-1int,+1con",5,4,10,0,0,0,1,0,-1,0,1,"",,""
"","Ring of The Tunnel Troll",40,5605,5606,"on The {gTunnel{B Troll{x.","---V----h-------------",71,6600,"unknown","(finger)","armor","20/20/20/19",0,"","+4hit,+5dam,+15hp,-1dex,-1int,+1con",4,5,15,0,0,0,0,-1,-1,0,1,"",,""
"","polearm of the Troll",50,5604,5606,"on The {gTunnel{B Troll{x.","-------gh-------------",51,3005,"unknown","(wield)","weapon(thrust)","6d12",0,"shocking","+4hit,+4dam,+10hp,+1str,-1int,-1con",4,4,10,0,0,0,1,0,-1,0,-1,"",,""
"","portal",0,5606,5606,"in room: The Portal leading out of the Forest.","---V------------------",1,0,"unknown","(none)","portal to The Bathroom fit for a King.",0,0,"0","",0,0,0,0,0,0,0,0,0,0,0,"",,""
